0.12252601	0.348406427
0.049926655	0.241078874
0.572550607	0.694764013
0.822638904	0.185011489
0.486881271	0.981650918
0.271058841	0.804353439
0.776220907	0.294638203
0.464779946	0.53967344
0.146436095	0.08276611
0.324497721	0.586871893
0.801642792	0.807700177
0.397439352	0.284971209
0.816715332	0.040515077
0.876308757	0.301631703
0.495560343	0.839501497
0.899610833	0.631180087
0.857859072	0.555188874
0.894526686	0.499992369
0.440144934	0.99431997
0.848487125	0.532892204
0.529457922	0.269629802
0.932435202	0.310421137
0.42518958	0.692483515
0.992077376	0.754668026
-0.926804208	0.056349286
-0.859419583	0.093107404
-0.079470977	0.110180014
-0.439975326	0.822915286
-0.095158178	0.835618686
-0.036568977	0.17924426
-0.375061669	0.294124714
-0.061223203	0.07320596
-0.447515265	0.074072674
-0.97287394	0.513276198
-0.69534488	0.284768926
-0.362863926	0.381719456
-0.844593087	0.599730788
-0.106387218	0.461779988
-0.619573431	0.880548953
-0.938167354	0.561420165
-0.477386848	0.93252711
-0.643542395	0.524965982
-0.716654349	0.63269543
-0.446063767	0.139628739
-0.047928431	0.826114144
-0.268947082	0.222479264
-0.875828498	0.070683555
-0.756059645	0.486097603
-0.661671076	0.528922345
0.473182634	-0.273328049
0.784146742	-0.15916687
0.023176715	-0.682654479
0.625577221	-0.287918492
0.19554627	-0.792908484
0.488492762	-0.275923915
0.590260822	-0.760528232
0.142895652	-0.917488203
0.033388551	-0.002789923
0.251379539	-0.61559612
0.15089926	-0.286496885
0.387739209	-0.721535419
0.210682464	-0.125915345
0.634311586	-0.332314402
0.459141101	-0.375401223
0.303577985	-0.948299401
0.620702687	-0.982957221
0.370979069	-0.958713524
0.693610632	-0.207430246
0.16898733	-0.541581175
0.900923806	-0.514886117
0.752296394	-0.729980509
0.776764439	-0.015829533
0.433440456	-0.752006018
5.05196E-05	-0.784428448
-0.725567558	-0.151479152
-0.072304341	-0.107417026
-0.639897616	-0.43806663
-0.448341337	-0.928596309
-0.358511968	-0.727892616
-0.745509464	-0.642357911
-0.353879353	-0.885324954
-0.434018839	-0.912793185
-0.295245831	-0.559772819
-0.069767377	-0.695947564
-0.032469836	-0.567951677
-0.456091564	-0.088700617
-0.044885091	-0.251231621
-0.461055035	-0.979928158
-0.893573946	-0.694045726
-0.609499969	-0.7880705
-0.03997428	-0.445974098
-0.411392321	-0.703514757
-0.030978361	-0.727940536
-0.022645936	-0.362524005
-0.621398938	-0.63578453
-0.518649016	-0.345337583
-0.14686587	-0.276636778
-0.185766616	-0.121412765
-0.144032383	-0.158375091
